Images -> gris
f=tf.Variable(initial_value=tf.range(-10,10,20/576,dtype=tf.float32),trainable=False)
f fixé
pas de distored_inputs


EVALUATION

2018-02-02 10:34:55.588996: precision @ 1 = 0.088
2018-02-02 10:35:45.715769: precision @ 1 = 0.193
2018-02-02 10:36:31.460647: precision @ 1 = 0.190
2018-02-02 10:37:21.604436: precision @ 1 = 0.190
2018-02-02 10:38:10.396138: precision @ 1 = 0.194
2018-02-02 10:38:56.261339: precision @ 1 = 0.192
2018-02-02 10:39:45.969817: precision @ 1 = 0.194
2018-02-02 10:40:31.315525: precision @ 1 = 0.195
2018-02-02 10:41:21.639279: precision @ 1 = 0.195
2018-02-02 10:42:07.953207: precision @ 1 = 0.193
2018-02-02 10:42:54.988022: precision @ 1 = 0.194
2018-02-02 10:43:46.216712: precision @ 1 = 0.195
2018-02-02 10:44:31.043919: precision @ 1 = 0.194
2018-02-02 10:45:21.307618: precision @ 1 = 0.196
2018-02-02 10:46:06.342274: precision @ 1 = 0.195
2018-02-02 10:46:54.267599: precision @ 1 = 0.193
2018-02-02 10:47:44.217501: precision @ 1 = 0.192
2018-02-02 10:48:29.653981: precision @ 1 = 0.193
2018-02-02 10:49:20.678162: precision @ 1 = 0.195
2018-02-02 10:50:07.660772: precision @ 1 = 0.195
2018-02-02 10:50:54.637611: precision @ 1 = 0.196
2018-02-02 10:51:45.104341: precision @ 1 = 0.194
2018-02-02 10:52:33.673510: precision @ 1 = 0.194
2018-02-02 10:53:23.353187: precision @ 1 = 0.191
2018-02-02 10:54:13.380026: precision @ 1 = 0.189
2018-02-02 10:55:00.939335: precision @ 1 = 0.192
2018-02-02 10:55:51.920434: precision @ 1 = 0.193
2018-02-02 10:56:39.157292: precision @ 1 = 0.193
2018-02-02 10:57:26.196059: precision @ 1 = 0.192
2018-02-02 10:58:16.922439: precision @ 1 = 0.193
2018-02-02 10:59:04.599129: precision @ 1 = 0.192
2018-02-02 10:59:53.804563: precision @ 1 = 0.191
2018-02-02 11:00:44.177589: precision @ 1 = 0.192
2018-02-02 11:01:29.163001: precision @ 1 = 0.193




LOSS (Train)




2018-02-02 10:34:21.980860: step 0, loss = 2.29 (3136.7 examples/sec; 0.041 sec/batch)
2018-02-02 10:34:23.856061: step 100, loss = 28.41 (6825.9 examples/sec; 0.019 sec/batch)
2018-02-02 10:34:25.153074: step 200, loss = 43.54 (9868.8 examples/sec; 0.013 sec/batch)
2018-02-02 10:34:26.433226: step 300, loss = 55.11 (9998.8 examples/sec; 0.013 sec/batch)
2018-02-02 10:34:27.761492: step 400, loss = 27.24 (9636.6 examples/sec; 0.013 sec/batch)
2018-02-02 10:34:29.030332: step 500, loss = 62.72 (10088.0 examples/sec; 0.013 sec/batch)
2018-02-02 10:34:30.271293: step 600, loss = 50.03 (10314.6 examples/sec; 0.012 sec/batch)
2018-02-02 10:34:31.521426: step 700, loss = 34.57 (10238.9 examples/sec; 0.013 sec/batch)
2018-02-02 10:34:32.787187: step 800, loss = 32.47 (10112.5 examples/sec; 0.013 sec/batch)
2018-02-02 10:34:34.021693: step 900, loss = 37.26 (10368.5 examples/sec; 0.012 sec/batch)
2018-02-02 10:34:35.268651: step 1000, loss = 35.87 (10265.0 examples/sec; 0.012 sec/batch)
2018-02-02 10:34:36.565664: step 1100, loss = 34.46 (9868.8 examples/sec; 0.013 sec/batch)
2018-02-02 10:34:37.847051: step 1200, loss = 55.57 (9989.2 examples/sec; 0.013 sec/batch)
2018-02-02 10:34:39.128437: step 1300, loss = 31.30 (9989.2 examples/sec; 0.013 sec/batch)
2018-02-02 10:34:40.378571: step 1400, loss = 35.11 (10238.9 examples/sec; 0.013 sec/batch)
2018-02-02 10:34:42.566304: step 1500, loss = 35.27 (5850.8 examples/sec; 0.022 sec/batch)
2018-02-02 10:34:44.691530: step 1600, loss = 44.07 (6022.9 examples/sec; 0.021 sec/batch)
2018-02-02 10:34:46.629238: step 1700, loss = 28.40 (6605.7 examples/sec; 0.019 sec/batch)
2018-02-02 10:34:48.941984: step 1800, loss = 27.89 (5534.5 examples/sec; 0.023 sec/batch)
2018-02-02 10:34:51.160971: step 1900, loss = 54.25 (5768.4 examples/sec; 0.022 sec/batch)
2018-02-02 10:34:56.870383: step 2000, loss = 41.39 (2241.9 examples/sec; 0.057 sec/batch)
2018-02-02 10:34:58.073636: step 2100, loss = 53.03 (10637.8 examples/sec; 0.012 sec/batch)
